timestamp,ATTITUDE_PITCH,ATTITUDE_ROLL,ATTITUDE_YAW,BATT_CURRENT,BATT_VOLTAGE,CPU_TEMP,DATA_RATE,GYRO_X,GYRO_Y,GYRO_Z,MEMORY_USAGE,PAYLOAD_TEMP,RF_SIGNAL_STRENGTH,SOLAR_POWER,THRUSTER_TEMP
2025-01-01 00:00:00,0.0094,0.1043,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0028,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:00:10,0.0094,0.1043,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0028,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:00:20,0.0094,0.1043,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0028,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:00:30,0.0094,0.1043,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:00:40,0.0094,0.1043,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:00:50,0.0094,-0.0923,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:00,0.0094,-0.089,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:10,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:20,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:30,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:40,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:01:50,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:02:00,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:02:10,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,100.4357,23.0362
2025-01-01 00:02:20,0.0094,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,101.0099,23.0362
2025-01-01 00:02:30,0.1853,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0108,53.2221,24.8144,-67.9787,101.0099,23.0362
2025-01-01 00:02:40,0.1853,0.0416,-0.0941,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0096,53.2221,24.8144,-67.9787,101.0099,23.0362
2025-01-01 00:02:50,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0096,53.2221,24.8144,-67.9787,101.0099,23.0362
2025-01-01 00:03:00,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0096,53.2221,24.8144,-67.9787,101.0099,23.0362
2025-01-01 00:03:10,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,-0.0096,53.2221,24.8144,-67.9787,101.0099,22.6705
2025-01-01 00:03:20,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0099,22.6705
2025-01-01 00:03:30,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,99.5262,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:03:40,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:03:50,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:00,0.1853,0.0416,0.6131,2.3773,28.0035,44.7354,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:10,0.1853,0.0416,0.6131,2.3773,28.0035,44.8039,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:20,0.1853,0.0416,0.6131,2.3773,28.0035,44.8039,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:30,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,94.7253,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:40,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,96.3435,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:04:50,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,106.854,-0.0032,-0.0101,0.0063,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:05:00,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,106.854,-0.0032,-0.0101,0.0038,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:05:10,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,106.854,0.0011,-0.0101,0.0038,53.2221,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:05:20,0.1853,0.0416,0.6131,2.3773,28.0035,44.1257,106.854,0.0011,-0.0101,0.0038,56.4621,24.8144,-67.9787,101.0101,22.6705
2025-01-01 00:05:30,0.1853,0.0416,-0.1654,2.3773,28.0035,44.1257,106.854,0.0011,-0.0101,0.0038,56.4621,24.8144,-67.9787,101.0101,22.6705
