timestamp,ATTITUDE_PITCH,ATTITUDE_ROLL,ATTITUDE_YAW,BATT_CURRENT_1,BATT_CURRENT_2,BATT_SOC,BATT_TEMP_1,BATT_TEMP_2,BATT_VOLTAGE_1,BATT_VOLTAGE_2,BUS_CURRENT,BUS_VOLTAGE,CPU_USAGE,DATA_RATE_KBPS,FLASH_WRITE_RATE,GYRO_X,GYRO_Y,GYRO_Z,LINK_MARGIN,MAGNETOMETER_X,MAGNETOMETER_Y,MAGNETOMETER_Z,MEMORY_USAGE,OBC_TEMP,PACKET_LOSS_RATE,PAYLOAD_TEMP_CAM,PAYLOAD_TEMP_SENSOR,RADIATOR_TEMP,REACTION_WHEEL_SPD_X,REACTION_WHEEL_SPD_Y,REACTION_WHEEL_SPD_Z,RF_NOISE_FLOOR,RF_SIGNAL_STRENGTH,SOLAR_PANEL_CURR_A,SOLAR_PANEL_CURR_B,SOLAR_PANEL_VOLT_A,SOLAR_PANEL_VOLT_B,SOLAR_POWER_TOTAL,STAR_TRACKER_VALID,STRUCT_TEMP_PANEL_X,STRUCT_TEMP_PANEL_Y,STRUCT_TEMP_PANEL_Z,SUN_SENSOR_ANGLE,TANK_PRESSURE,THRUSTER_TEMP_1,THRUSTER_TEMP_2,THRUSTER_VALVE_TEMP,TRANS_TEMP,TX_POWER,WATCHDOG_COUNTER
2025-01-01 00:00:00,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:00:10,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:00:20,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:00:30,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:00:40,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:00:50,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:00,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:10,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:20,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:30,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:40,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:01:50,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:00,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:10,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:20,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:30,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:40,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:02:50,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:03:00,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:03:10,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
2025-01-01 00:03:20,1.544,0.5919,1.8873,2.6705,3.2158,84.0094,24.871,27.3172,28.5591,28.3917,9.2612,28.9878,37.1778,121.1675,3.3075,0.0051,0.0204,0.0113,16.7347,25.4314,16.1212,26.4624,57.392,43.0147,1.5827,24.6703,25.4353,-6.2998,916.2922,411.606,235.9119,-87.0943,-55.9562,6.4958,6.6133,32.4209,32.303,118.6788,0.5399,39.2234,31.2591,21.7493,124.0691,302.6978,22.9332,24.2348,19.5616,43.3054,3.9316,61.0605
