timestamp,command,value
2025-01-01 00:10:45,CMD_CONTINGENCY_2,1
2025-01-01 00:13:03,CMD_TELEMETRY_RATE_HIGH,1
2025-01-01 00:16:57,CMD_PACKET_STORE_FLUSH,1
2025-01-01 00:30:43,CMD_TANK_VENT,1
2025-01-01 00:46:10,CMD_ATTITUDE_HOLD,1
2025-01-01 00:46:44,CMD_FLASH_ERASE,1
2025-01-01 01:00:06,CMD_NADIR_POINT,1
2025-01-01 01:02:10,CMD_ORBIT_RAISE,1
2025-01-01 01:12:59,CMD_ANTENNA_RETRACT,1
2025-01-01 01:16:07,CMD_VALVE2_CLOSE,1
2025-01-01 01:52:53,CMD_RADIATOR_LOUVRE_OPEN,1
2025-01-01 01:54:04,CMD_MAGNETORQUER_Z_ON,1
2025-01-01 02:21:53,CMD_ANTENNA_DEPLOY,1
2025-01-01 02:24:24,CMD_LOAD_SHED_ON,1
2025-01-01 02:41:35,CMD_MANOEUVRE_ABORT,1
2025-01-01 02:51:44,CMD_SCHEDULE_CLEAR,1
2025-01-01 03:16:15,CMD_PAYLOAD_ON,1
2025-01-01 03:22:15,CMD_ECLIPSE_MODE_ENTER,1
2025-01-01 03:31:04,CMD_POWER_MODE_HIGH,1
2025-01-01 03:33:38,CMD_RW_X_SPEED_SET,1
2025-01-01 03:39:04,CMD_RW_Y_DESATURATE,1
2025-01-01 03:43:37,CMD_HEATER_OBC_OFF,1
2025-01-01 03:50:34,CMD_PARAMETER_UPDATE,1
2025-01-01 03:57:00,CMD_UPLINK_DISABLE,1
2025-01-01 04:00:07,CMD_SCHEDULE_EXECUTE,1
2025-01-01 05:07:25,CMD_THRUSTER_SAFE,1
2025-01-01 05:17:42,CMD_STAR_TRACKER_OFF,1
2025-01-01 05:33:46,CMD_MEMORY_CLEAR,1
2025-01-01 05:43:40,CMD_IMAGING_START,1
2025-01-01 05:45:08,CMD_DOWNLINK_SCHEDULE,1
2025-01-01 05:47:25,CMD_BATT_HEATER_ON,1
2025-01-01 05:57:50,CMD_SCHEDULE_UPLOAD,1
2025-01-01 06:03:06,CMD_MAGNETORQUER_X_ON,1
2025-01-01 06:22:23,CMD_CAMERA_GAIN_SET,1
2025-01-01 06:27:31,CMD_RF_RX_ON,1
2025-01-01 06:50:13,CMD_TIME_SYNC,1
2025-01-01 06:52:49,CMD_HARD_RESET,1
2025-01-01 07:25:16,CMD_STAR_TRACKER_ON,1
2025-01-01 07:40:18,CMD_PAYLOAD_HEATER_ON,1
2025-01-01 07:40:21,CMD_UPLINK_ENABLE,1
2025-01-01 07:42:03,CMD_RF_RX_OFF,1
2025-01-01 07:56:13,CMD_CONFIG_UPLOAD,1
2025-01-01 07:58:35,CMD_MAGNETORQUER_Y_ON,1
2025-01-01 08:00:53,CMD_VALVE1_CLOSE,1
2025-01-01 08:07:17,CMD_HEATER_PAYLOAD_OFF,1
2025-01-01 08:10:02,CMD_CONTINGENCY_3,1
2025-01-01 08:14:35,CMD_IMAGING_STOP,1
2025-01-01 08:46:26,CMD_PAYLOAD_STANDBY,1
2025-01-01 08:48:42,CMD_ANTENNA_POINT,1
2025-01-01 08:55:50,CMD_PROP_PRIME,1
2025-01-01 09:01:32,CMD_SAFE_MODE_ENTER,1
2025-01-01 09:03:44,CMD_DEORBIT_BURN,1
2025-01-01 09:10:25,CMD_SUN_POINT,1
2025-01-01 09:19:10,CMD_BATT_CHARGE_OFF,1
2025-01-01 09:36:03,CMD_ORBIT_LOWER,1
2025-01-01 09:46:33,CMD_GYRO_CALIBRATE,1
2025-01-01 09:46:55,CMD_BATT_HEATER_OFF,1
2025-01-01 09:48:23,CMD_SOLAR_TRACK_ON,1
2025-01-01 10:02:13,CMD_PAYLOAD_CONFIG_SET,1
2025-01-01 10:10:45,CMD_RW_Z_DESATURATE,1
2025-01-01 10:10:55,CMD_PAYLOAD_CAL,1
2025-01-01 10:28:33,CMD_CONFIG_DOWNLOAD,1
2025-01-01 10:29:44,CMD_TX_POWER_HIGH,1
2025-01-01 10:32:28,CMD_ATTITUDE_ADJUST,1
2025-01-01 10:42:34,CMD_THRUSTER2_FIRE,1
2025-01-01 10:56:44,CMD_MANOEUVRE_START,1
2025-01-01 11:24:38,CMD_HEATER_THRUSTER1_ON,1
2025-01-01 11:55:30,CMD_MEMORY_CHECK,1
2025-01-01 11:58:47,CMD_ADCS_MODE_SAFE,1
2025-01-01 12:13:21,CMD_HEALTH_CHECK,1
2025-01-01 12:42:57,CMD_WATCHDOG_RESET,1
2025-01-01 12:51:00,CMD_COMM_RESET,1
2025-01-01 12:51:54,CMD_SOLAR_PANEL_DEPLOY,1
2025-01-01 12:57:42,CMD_REBOOT_OBC,1
2025-01-01 13:05:19,CMD_THERMAL_CTRL_MANUAL,1
2025-01-01 13:14:34,CMD_ADCS_RESET,1
2025-01-01 13:29:04,CMD_QUATERNION_SET,1
2025-01-01 13:38:55,CMD_EMERGENCY_MODE,1
2025-01-01 13:51:04,CMD_MAGNETORQUER_Z_OFF,1
2025-01-01 13:51:14,CMD_CONTINGENCY_1,1
2025-01-01 13:53:13,CMD_FIRMWARE_VERIFY,1
2025-01-01 14:25:02,CMD_CPU_THROTTLE_50,1
2025-01-01 14:48:43,CMD_DIAG_RUN,1
2025-01-01 15:00:12,CMD_MISSION_ABORT,1
2025-01-01 15:00:13,CMD_SOLAR_TRACK_OFF,0
2025-01-01 15:00:43,CMD_TELEMETRY_RATE_NOMINAL,1
2025-01-01 15:00:58,CMD_RW_Z_SPEED_SET,1
2025-01-01 15:01:03,CMD_THERMAL_CTRL_AUTO,1
2025-01-01 15:18:19,CMD_SOFT_RESET,1
2025-01-01 15:23:49,CMD_DOWNLINK_START,1
